,M1_R1,M1_R2,M1_R3,M1_R4,M2a_R1,M2a_R2,M2a_R3,M2a_R4,M2c_R1,M2c_R2,M2c_R3,M2c_R4,Majority protein IDs,UniProt ID,Entry Name,M1_Group,M2a_Group_1,M2c_Group_2,M1vsM2a_log2FC,M1vsM2c_log2FC,M2avsM2c_log2FC,M1vsM2a_p,M1vsM2c_p,M2avsM2c_p,M1vsM2a_FDR,M1vsM2c_FDR,M2avsM2c_FDR
79,-1.979215972,-1.826025119,-2.84790738,-2.093744901,-2.954549449,-1.742551211,-3.077901402,-1.11522601,-0.301840586,-1.583133267,-2.55682515,-2.028647278,sp|O00635|TRI38_HUMAN,O00635,TRI38,4,3,3,0.035833675,-0.569111773,-0.604945448,0.941589154,0.263580839,0.335186586,0.962341234,0.424637651,0.622876779
80,-0.669937866,-1.032979946,-1.972734698,-1.693781625,-0.645642995,-0.464626704,-0.408596411,-0.552380932,-0.674644585,-0.721410205,-0.976039004,-0.622719533,sp|O00743|PPP6_HUMAN,O00743,PPP6,4,4,4,-0.824546773,-0.593655202,0.230891572,0.033215698,0.113887923,0.176628164,0.109283436,0.235012193,0.476169798
81,-0.032701052,-0.647615442,-0.507117083,0.685985256,2.278245267,2.525303412,1.812460947,1.971803448,2.126628839,0.917775644,0.987796562,1.493808203,sp|O00754|MA2B1_HUMAN,O00754,MA2B1,4,4,4,-2.272315349,-1.506864392,0.765450956,9.15E-05,0.003811082,0.035184666,0.002038749,0.022370791,0.243271694
82,1.849501517,1.883938857,1.203879624,0.461025044,1.910155999,2.104333402,2.06094796,2.316857378,1.758672361,1.786140391,1.705870476,2.089832662,sp|O00764|PDXK_HUMAN,O00764,PDXK,4,4,4,-0.748487424,-0.485542712,0.262944712,0.063483865,0.211263666,0.156969744,0.169306547,0.362359941,0.455719772
83,-4.181974079,-3.221288561,-1.066715862,-0.582118664,-3.201800033,-0.704774383,-1.283727009,-3.41983435,-3.473130663,-0.823969775,-0.870628172,-2.982146625,sp|O14497|ARI1A_HUMAN,O14497,ARI1A,2,2,2,-0.110490348,-0.225555483,-0.115065135,0.904470928,0.805395414,0.893980924,0.942621338,0.881495768,0.957815148
84,1.542728506,-0.083336024,-4.529759713,-7.129844574,-3.122059599,-3.370240475,-4.669048211,-5.730292348,-3.32872751,-2.766576091,-3.18938311,-3.594678273,sp|O14545|TRAD1_HUMAN,O14545,TRAD1,4,1,0,1.672857207,0.669788295,-1.003068912,0.339504654,0.679178103,0.105599545,0.518126394,0.786714637,0.388315786
85,-2.000729615,-1.744372419,-1.402083559,-0.058652476,-1.268519156,-0.325671329,-0.456977553,-2.334782058,-0.211290389,-0.632156463,0.047730697,-0.518032987,sp|O14548|COX7R_HUMAN,O14548,COX7R,4,3,2,-0.204971993,-0.973022232,-0.768050238,0.717806281,0.048071689,0.114417791,0.827758813,0.129395135,0.400249866
86,1.051706689,-1.373486434,3.095038778,1.576992975,0.660294555,1.262369567,2.287290069,2.265414332,0.630581033,-1.311595437,0.372644943,1.094683007,sp|O14561|ACPM_HUMAN,O14561,ACPM,3,4,3,-0.531279129,0.890984615,1.422263744,0.537568335,0.325938665,0.037734899,0.697489682,0.486318961,0.248821204
87,0.790740428,0.63407261,-0.231001326,-0.788413368,0.133800925,0.370260358,0.513791522,0.389286467,0.18068963,0.436045988,0.244741317,0.351434623,sp|O14579|COPE_HUMAN,O14579,COPE,4,4,4,-0.250435232,-0.201878303,0.048556929,0.523773641,0.60798797,0.765952374,0.686576161,0.735196347,0.905027032
88,0.132998089,-0.150090485,-1.327567092,-2.022871307,-0.404512719,-0.066503955,-0.046591637,-0.161824234,-0.314282994,-0.40909139,-0.34766689,-0.133282848,sp|O14602|IF1AY_HUMAN,O14602,IF1AY,4,4,4,-0.672024563,-0.540801668,0.131222894,0.180441414,0.271309928,0.433958059,0.344760821,0.432589072,0.711322762
89,-0.513252117,-0.965985917,-1.3240207,-1.457555648,-0.785643332,-0.475816208,-0.640316888,-0.508968461,-0.747774324,-0.489732224,-0.268603426,-0.145399055,sp|O14617|AP3D1_HUMAN,O14617,AP3D1,4,4,4,-0.462517373,-0.652326338,-0.189808965,0.142430972,0.063274877,0.334532501,0.295216934,0.158529341,0.622656904
90,-3.580058194,-3.912488683,-3.110524056,-3.246270237,-2.67301521,-1.262364255,-3.356623217,-2.06698826,-2.595011125,-3.552967153,-2.723439222,-3.234063455,sp|O14618|CCS_HUMAN,O14618,CCS,0,3,1,-1.122587557,-0.435965054,0.686622503,0.030795005,0.217109176,0.159463899,0.104300822,0.369047452,0.459102776
91,-1.300139521,-1.623610781,-0.240441264,-0.671779313,-2.33539631,-3.774812203,-3.516993011,-1.785501345,-2.999955805,-0.281245046,-1.970161164,-2.37949772,sp|O14656|TOR1A_HUMAN,O14656,TOR1A,4,4,3,1.894182998,0.948722214,-0.945460783,0.003997268,0.12559121,0.183814883,0.026868835,0.251834653,0.481716982
92,-0.751152267,-0.108130237,0.058593845,-0.379606207,-3.498682861,-0.717160354,-3.22610499,-4.165017497,-0.852520531,-1.291935303,-3.491641922,-3.799644654,sp|O14657|TOR1B_HUMAN,O14657,TOR1B,4,3,2,2.606667709,2.063861886,-0.542805823,0.002807965,0.009675532,0.568721908,0.021029479,0.043105737,0.800478828
93,-1.33754541,-0.938440425,-0.306791624,-0.405976093,-0.177632626,0.298123539,-0.041276249,0.590481283,-0.108749224,-0.361329205,0.089418794,0.177404019,sp|O14672|ADA10_HUMAN,O14672,ADA10,4,4,4,-0.914612375,-0.696374484,0.21823789,0.019949267,0.055808165,0.356569525,0.078509289,0.145924284,0.643121523
94,-1.209578815,-0.761572186,-0.39341034,-0.399979332,-2.714037902,-3.302846049,-2.661598863,-3.934747271,-3.797689793,-3.539474546,-3.508753363,-2.781552909,sp|O14683|P5I11_HUMAN,O14683,P5I11,4,0,0,2.462172353,2.715732485,0.253560132,5.91E-05,1.03E-05,0.478550996,0.001568533,0.000500666,0.742282609
95,-1.173977294,-0.717824657,-0.156932114,0.269649504,-3.515228493,-3.64155037,-3.942116724,-2.827359698,-4.079552253,-3.345649491,-3.034383895,-3.207129312,sp|O14684|PTGES_HUMAN,O14684,PTGES,3,0,0,3.036792681,2.971907597,-0.064885083,1.79E-05,1.83E-05,0.839512892,0.000902987,0.000758883,0.93691575
96,-1.58134246,-1.751227739,-1.238682579,-1.461747774,-1.775098289,-2.195762526,-3.230152922,-2.891734576,-1.710109889,-1.4760318,-1.219156305,-1.534892015,sp|O14727|APAF_HUMAN,O14727,APAF,2,4,2,1.01493694,-0.023202635,-1.038139576,0.018306973,0.93337943,0.011651436,0.074059057,0.959442528,0.145804247
97,-2.675558191,-1.425283534,-1.33954723,0.910581392,-1.182637064,-2.641352085,-2.935816212,-1.984960502,-1.285456853,-1.142317489,-1.802588593,-0.746397037,sp|O14734|ACOT8_HUMAN,O14734,ACOT8,3,3,4,1.053739575,0.111738102,-0.942001473,0.166652362,0.867187924,0.046195957,0.32663111,0.920427011,0.271167146
98,-0.880311288,-0.885690076,0.309666678,0.794682855,-1.28682132,-1.364816159,-1.23742941,-1.342432957,-1.396449411,-0.196268647,-0.764157578,-0.701250353,sp|O14735|CDIPT_HUMAN,O14735,CDIPT,4,3,3,1.142462004,0.59911854,-0.543343464,0.019589098,0.216040302,0.060077147,0.077442682,0.367829519,0.308372359
99,-0.502651013,-1.856016779,-0.545903917,-1.290432284,-1.834563583,-1.290755457,0.026235486,-1.319962676,-3.30366419,-1.147666424,-3.180972434,-1.21501612,sp|O14737|PDCD5_HUMAN,O14737,PDCD5,2,4,3,0.056010559,1.163078794,1.107068235,0.906800863,0.073010343,0.112197071,0.94373555,0.173536896,0.398917863
100,-1.357543376,-0.81980896,-1.587546352,-0.915814843,-0.908172952,-0.73114448,-1.143775042,-0.9935191,-1.115566957,0.184254587,0.528174193,-1.381761139,sp|O14744|ANM5_HUMAN,O14744,ANM5,3,4,4,-0.226025489,-0.723953554,-0.497928065,0.438165426,0.148676109,0.27824694,0.613388235,0.284254498,0.571517663
101,-1.704754384,-2.07705357,-1.267184186,-0.316818664,-0.884826064,-1.557720853,-1.139378687,-0.978592556,-1.032126335,-0.436499991,-1.810471811,-0.814824046,sp|O14745|NHRF1_HUMAN,O14745,NHRF1,2,3,4,-0.201323161,-0.317972155,-0.116648994,0.622517798,0.490511468,0.714184836,0.762512988,0.636511465,0.878512604
102,2.635678433,3.283492116,3.60878386,3.512914734,3.993290243,4.16740352,3.653715222,4.173196345,4.335448888,3.912897533,4.010584398,4.532401382,sp|O14773|TPP1_HUMAN,O14773,TPP1,4,4,4,-0.736684047,-0.937615765,-0.200931718,0.03652467,0.01470035,0.363363707,0.117087848,0.058248249,0.650201271
103,-1.50563319,-1.454039685,-1.868423866,-1.676120805,-1.470902832,-1.643115531,-1.198498784,-1.660553438,-1.261767227,-1.071674584,-1.618549659,-1.539068104,sp|O14776|TCRG1_HUMAN,O14776,TCRG1,4,4,4,-0.13278674,-0.253289493,-0.120502753,0.615455306,0.376631428,0.552326576,0.758131693,0.535022299,0.788875812
104,-2.730460098,-1.022814506,-1.173004992,-0.470444653,-1.081731118,-1.225870421,-0.250133753,-0.320166206,-0.453355985,-0.466801094,-0.67945804,0.079501356,sp|O14786|NRP1_HUMAN,O14786,NRP1,3,4,4,-0.629705688,-0.969152622,-0.339446934,0.228450385,0.064306769,0.271784177,0.397993345,0.160190697,0.565877781
105,-0.608232119,-1.57011916,-0.064457728,-0.485585144,-3.924345778,-3.616510703,-3.218099305,-3.409245359,-2.840748098,-3.361533276,-3.821824264,-3.522819873,sp|O14807|RASM_HUMAN,O14807,RASM,2,0,0,2.859951748,2.70463284,-0.155318908,1.64E-05,3.48E-05,0.558904211,0.000878381,0.001172924,0.793190099
106,2.399527532,2.291325391,1.500729955,1.645324094,2.187415844,2.504966747,2.457643216,2.423421951,2.303397009,2.319404336,2.199340821,2.480334967,sp|O14818|PSA7_HUMAN,O14818,PSA7,4,4,4,-0.434135197,-0.366392541,0.067742656,0.174927236,0.256929244,0.673685147,0.338270532,0.416337775,0.855649081
107,0.496310443,0.839579741,1.777937266,1.675904367,-0.328675354,0.026871273,0.589830463,0.10291144,-1.103088661,-1.423395993,-0.659069384,0.283881799,sp|O14828|SCAM3_HUMAN,O14828,SCAM3,4,4,3,1.099698499,1.922851014,0.823152515,0.014615482,0.001639759,0.06025457,0.063645111,0.012645949,0.308746086
108,-4.02533305,-3.623806336,-3.536472154,-4.110258854,-3.448348845,-2.68796484,-2.999946249,-3.823568451,-3.267684473,-1.725395427,-3.359817215,-2.615794554,sp|O14841|OPLA_HUMAN,O14841,OPLA,1,1,3,-0.584010503,-1.081794682,-0.497784179,0.10213865,0.021564537,0.255096804,0.234588109,0.075693704,0.54957309
109,-1.834331675,-1.913453606,-0.272938713,0.66797441,-0.320746794,-0.571997939,-0.922363856,-1.146243722,-0.669138108,-0.57119579,-0.355388919,-0.913057169,sp|O14874|BCKD_HUMAN,O14874,BCKD,4,4,4,-0.097849318,-0.210992399,-0.113143081,0.866381658,0.710762644,0.63246782,0.920366604,0.809537918,0.833013216
110,3.076668268,2.467500547,0.330683296,-0.581432079,-6.607904498,-5.162724395,-5.453103368,-0.595333523,-3.387523397,-2.598657553,-3.665155748,-2.235359058,sp|O14879|IFIT3_HUMAN,O14879,IFIT3,4,3,0,5.778121454,4.295028947,-1.483092507,0.001188428,0.000215728,0.238670327,0.011568033,0.0032736,0.539077142
111,-0.417865292,-1.167066668,1.205189231,-0.373361886,-0.482060593,-0.775627754,-0.341588999,0.604488722,-4.19726493,-3.488859073,-3.291857893,-3.756994961,sp|O14880|MGST3_HUMAN,O14880,MGST3,2,2,0,0.060421002,3.49546806,3.435047058,0.908832018,2.83E-05,4.97E-06,0.944589039,0.00104798,0.003141087
112,-1.545437993,-3.449477289,-3.549640332,-2.57843067,-3.33226499,-2.750258469,-1.361520438,-1.300865407,-3.733193503,-3.244481613,-3.677298875,-3.581417629,sp|O14907|TX1B3_HUMAN,O14907,TX1B3,1,3,1,-0.594519245,0.778351334,1.372870579,0.339507704,0.110886724,0.017041941,0.518126394,0.231152589,0.181658725
113,0.235848451,-0.11142018,-1.36774789,-1.140622522,0.556628505,0.795376355,0.436509972,0.771803469,0.826849364,1.111985911,0.794233359,1.087789235,sp|O14920|IKKB_HUMAN,O14920,IKKB,4,4,4,-1.236065111,-1.551200003,-0.315134892,0.01053881,0.002823397,0.097855623,0.051873039,0.018002395,0.380367217
114,-2.421985454,-0.555891947,-2.214907735,0.561055792,-3.444303399,-3.614559069,-1.735481032,-4.266521186,-3.846517516,-3.198436865,-3.445990701,-4.171478246,sp|O14925|TIM23_HUMAN,O14925,TIM23,2,1,0,2.107283835,2.507673496,0.400389661,0.018150403,0.002482789,0.45584261,0.073855564,0.016559868,0.727406041
115,-3.396594431,-2.678250153,-3.567513549,-3.888159398,-3.578408226,-2.356638695,-4.542681477,-4.412834065,-0.952605094,-1.178495973,-2.09983047,-1.367227982,sp|O14929|HAT1_HUMAN,O14929,HAT1,0,1,2,0.340011233,-1.983089503,-2.323100736,0.514139654,0.000320154,0.001413241,0.67752571,0.004301024,0.041268999
116,0.539429649,-0.38247101,-0.631307736,-1.33260963,-3.529876081,-3.93471457,-2.904721445,-2.825681169,-3.226429626,-3.497882634,-2.278699232,-1.643827304,sp|O14933|UB2L6_HUMAN,O14933,UB2L6,2,0,1,2.847008634,2.209970017,-0.637038618,8.01E-05,0.001501458,0.191764698,0.001856151,0.012267123,0.492060416
117,0.415396528,0.505690435,0.601575988,0.854711529,0.193930805,0.147229664,0.673464919,0.178296196,0.058730496,-0.019727664,0.645273137,0.299115123,sp|O14949|QCR8_HUMAN,O14949,QCR8,4,4,4,0.296113224,0.348495847,0.052382623,0.284447655,0.243123025,0.81210084,0.458680094,0.398703404,0.929061293
118,4.175960564,4.286990589,3.579070983,3.722448205,3.681647505,3.854592831,3.70697329,3.628459484,3.821004113,3.502818971,3.64540042,3.724803573,sp|P19105|ML12A_HUMAN,P19105,ML12A,4,4,4,0.223199308,0.267610816,0.044411508,0.4277696,0.367929194,0.7769291,0.603287078,0.526804264,0.91118077
119,-1.112655399,-1.260863781,-2.738743386,-2.151743886,-1.197903747,-0.944138203,-0.86083897,-0.729493183,-0.904169236,-1.435983455,-1.156730305,-0.785181087,sp|O14964|HGS_HUMAN,O14964,HGS,4,4,4,-0.882908088,-0.745485593,0.137422495,0.047427985,0.093139818,0.511548767,0.139199535,0.204848651,0.76594907
120,1.097487966,0.865904935,0.809708305,0.619597487,-1.461938016,-0.483890165,-0.617368428,-1.179625063,1.167824748,-0.816521612,-1.289377279,-1.298847152,sp|O14966|RAB7L_HUMAN,O14966,RAB7L,4,3,2,1.783880091,1.407404997,-0.376475094,0.000184507,0.022621662,0.514223851,0.003221923,0.07855209,0.76749022
121,-1.970033713,-1.312744244,-1.883448109,-1.104199818,-0.808263727,-0.883793565,-1.360697115,-1.315086567,-0.961588076,-0.840906657,-0.151909146,-0.804055067,sp|O14972|VP26C_HUMAN,O14972,VP26C,4,4,4,-0.475646227,-0.877991734,-0.402345507,0.152722847,0.023106274,0.128730651,0.307480818,0.07981541,0.422745844
122,-0.683245327,-0.968157852,-1.462195006,-2.293832387,-2.650865985,-2.442707783,-1.228780576,-1.342478893,-2.387266088,-0.842895577,-2.692989172,-1.920300084,sp|O14974|MYPT1_HUMAN,O14974,MYPT1,4,4,3,0.564350666,0.609005087,0.044654421,0.252610299,0.236518731,0.928654944,0.42530077,0.391795105,0.969747441
123,-1.063176401,-1.306595568,-2.288567279,-0.768455862,-2.496793899,-1.49786549,-1.564952926,-1.128629736,-1.388328814,-1.641439926,-1.528199954,-1.231673015,sp|O14976|GAK_HUMAN,O14976,GAK,3,4,4,0.315361735,0.09071165,-0.224650085,0.467400641,0.806575739,0.462305411,0.641206857,0.882509664,0.732588344
124,1.229431441,1.304042925,1.400756172,1.757607801,0.889188319,1.058733547,0.975687605,0.986049,0.042126033,0.300775547,0.653599232,1.225549146,sp|O14979|HNRDL_HUMAN,O14979,HNRDL,4,4,4,0.445544967,0.867447095,0.421902128,0.105275992,0.024693375,0.138612898,0.239291052,0.083391136,0.432387632
125,0.721842011,0.328035471,-0.745115975,-0.74602135,0.069291981,0.314735499,0.134547728,0.447698763,0.083488164,0.262716787,0.17054971,0.100929238,sp|O14980|XPO1_HUMAN,O14980,XPO1,4,4,4,-0.351883453,-0.264735935,0.087147518,0.378976897,0.504105457,0.593206688,0.558737682,0.647363808,0.813520401
126,-2.243523807,-2.39156,-2.920314877,-2.119245327,-0.090071163,-2.236150301,-2.960009541,-3.20986968,-1.790298817,-0.127005036,-0.263302356,-1.51891321,sp|O15027|SC16A_HUMAN,O15027,SC16A,3,3,2,-0.294635832,-1.493781148,-1.199145317,0.646066032,0.006298363,0.130921612,0.776306867,0.032539369,0.424792344
127,-1.06690912,-1.439039718,-0.7910849,-1.347541087,-1.006612259,-0.821904911,-0.147798826,-0.491290352,-1.318349927,-1.137639911,-0.666507598,-0.632351737,sp|O15031|PLXB2_HUMAN,O15031,PLXB2,4,4,4,-0.54424212,-0.222431413,0.321810706,0.098679182,0.477019063,0.241518073,0.22921802,0.625524997,0.540398239
128,-2.178143343,-1.863989304,-2.231820705,-1.851442038,-4.007736181,-2.222380116,-3.570607227,-2.95218982,-3.414936339,-3.120825843,-4.205375022,-2.544006903,sp|O15042|SR140_HUMAN,O15042,SR140,4,1,1,1.156879488,1.289937179,0.133057691,0.015038846,0.006045088,0.780290381,0.064999987,0.031684285,0.912966018
129,-0.811115824,-1.813801135,-2.148167768,-1.233106767,-1.420122635,-1.173118318,-0.868960131,-1.178066634,-1.123602707,-1.371348439,-1.047321482,-0.997911859,sp|O15067|PUR4_HUMAN,O15067,PUR4,3,4,4,-0.341480944,-0.366501752,-0.025020808,0.341049121,0.310352002,0.892476349,0.518512694,0.470538048,0.957208429
130,-1.699916136,-2.726511432,-3.681883847,-1.702096355,-3.434573492,-3.881154747,-3.500517586,-5.150680003,-2.715037538,-1.007549828,-1.038179929,-0.840640849,sp|O15085|ARHGB_HUMAN,O15085,ARHGB,4,0,2,1.539129514,-1.052249907,-2.591379421,0.018242633,0.089514805,0.000992129,0.074005213,0.20016985,0.032561951
131,-3.178970229,-3.256857048,-0.623741363,-2.651867538,-0.852434859,-3.134946753,-1.502066692,-2.770838169,-2.015383615,-3.001575673,-0.507538431,-2.759185878,sp|O15111|IKKA_HUMAN,O15111,IKKA,2,2,3,-0.362787426,-0.356938145,0.005849281,0.608317011,0.617138874,0.993268463,0.753350539,0.742832556,0.996261195
132,-2.243825574,-1.993192965,-2.294385164,-1.364364689,-0.994067525,-1.620988916,-1.895440825,-2.494757635,-0.084175608,-0.285799389,-0.305820657,-0.90035701,sp|O15117|FYB1_HUMAN,O15117,FYB1,4,4,4,-0.222628373,-1.579903932,-1.357275559,0.568242749,0.000678983,0.003255446,0.721405635,0.007082299,0.072517137
133,-2.956319526,-1.740482003,-1.522262919,-0.091564792,-0.337703983,0.4285919,-0.795455913,-0.276264924,0.05465966,-0.102590544,-0.393584994,-1.019260493,sp|O15118|NPC1_HUMAN,O15118,NPC1,4,4,4,-1.33244908,-1.212463217,0.119985862,0.038330178,0.051799671,0.720153809,0.120259604,0.137345275,0.880556849
134,-0.191102862,-0.853955408,0.168952819,-1.274198333,-1.449605628,-3.356023872,-2.640595733,-4.306133397,-1.448395424,-2.943591553,-4.415756925,-3.992297308,sp|O15121|DEGS1_HUMAN,O15121,DEGS1,2,1,1,2.400513711,2.662434356,0.261920645,0.002392348,0.001612634,0.742726543,0.018851267,0.012593039,0.892581198
135,-1.468189412,-1.669229561,-0.743978203,-0.929091002,-1.250076883,-1.52838223,-1.066737085,-1.099108744,-1.191820975,-0.410227306,-1.054167708,-1.575589513,sp|O15126|SCAM1_HUMAN,O15126,SCAM1,4,4,4,0.033454191,-0.144670669,-0.17812486,0.913305959,0.690125247,0.514806902,0.946975169,0.794364105,0.76749022
136,1.908736995,2.087811191,2.350118617,2.48444648,2.417449053,2.74248442,2.520000023,2.508779673,2.266824452,2.477022622,2.595283369,2.855023586,sp|O15127|SCAM2_HUMAN,O15127,SCAM2,4,4,4,-0.339399972,-0.340760187,-0.001360215,0.217739869,0.253817599,0.994146875,0.387229296,0.413338197,0.996261195
137,4.10553011,3.837954494,3.109972961,2.641867984,3.269725025,3.668957437,3.70323366,3.837471381,3.237019504,3.433136673,3.168336919,3.789053176,sp|O15143|ARC1B_HUMAN,O15143,ARC1B,4,4,4,-0.196015489,0.016944819,0.212960308,0.602180472,0.964677811,0.332641583,0.750565689,0.979046552,0.620133852
138,3.940209122,3.741321051,2.984169937,2.459664652,3.256099626,3.660083817,3.645275788,3.684975407,3.510827835,3.555849157,3.312131957,3.755245234,sp|O15144|ARPC2_HUMAN,O15144,ARPC2,4,4,4,-0.280267469,-0.252172355,0.028095114,0.460234729,0.50925456,0.878143138,0.634901025,0.650610146,0.953383316
139,2.751791705,2.185449253,2.25056973,1.050339149,1.949514286,2.204874895,3.006568252,2.754351623,2.288970994,1.814288436,1.914869203,2.248124009,sp|O15145|ARPC3_HUMAN,O15145,ARPC3,4,4,4,-0.419289805,-0.007025701,0.412264103,0.334850469,0.985707109,0.158951751,0.514216761,0.991332711,0.458387829
140,0.03360214,0.336081596,0.793692624,1.140678099,-0.946792508,-1.073365076,-1.33781874,-0.379522433,0.475405549,0.512538826,0.145714417,-0.392423427,sp|O15162|PLS1_HUMAN,O15162,PLS1,4,2,4,1.510388304,0.390704773,-1.119683531,0.001388017,0.290454883,0.003785681,0.012776281,0.453020969,0.080214887
141,-0.261360541,0.107778688,0.907478002,0.808641997,0.327622639,0.043366166,-0.630705235,-0.200913587,0.2280101,-0.110069796,0.46732575,0.141277724,sp|O15173|PGRC2_HUMAN,O15173,PGRC2,4,4,4,0.505792041,0.208998592,-0.296793448,0.188856309,0.553379625,0.251901077,0.353978248,0.68899828,0.547602393
142,-1.032092852,-1.366959992,-1.65265367,-1.148543344,-2.500168783,-1.89203593,-1.288832776,-1.519005181,-2.002031028,-0.330660274,-0.748385038,-1.645326792,sp|O15212|PFD6_HUMAN,O15212,PFD6,2,4,2,0.499948204,-0.118461681,-0.618409885,0.160669299,0.774252854,0.178383521,0.319408361,0.855494012,0.478174359
143,-0.955011555,-0.510297966,-2.591520252,-1.964671735,-2.69922858,-3.222587895,-2.681315879,-3.216545059,-3.199836778,-2.740999586,-3.118905834,-3.073058774,sp|O15228|GNPAT_HUMAN,O15228,GNPAT,2,1,0,1.449543976,1.527824866,0.07828089,0.010257106,0.006695164,0.713007005,0.050992051,0.033816418,0.877683083
144,0.058758947,0.979155669,1.312601072,1.775675841,-1.735580421,-3.266245972,-1.987486107,-1.238417881,-2.945356979,-2.246285112,-0.656431111,-1.941213214,sp|O15229|KMO_HUMAN,O15229,KMO,4,4,4,3.088480478,2.978869487,-0.109610991,0.000128559,0.000213463,0.850709226,0.002552813,0.003253441,0.943737232
145,2.099025624,0.951899248,-3.404109011,-2.45256215,0.247434614,0.552983366,0.961445682,0.46748551,-0.79142003,-0.18292673,0.201489288,-0.614022613,sp|O15247|CLIC2_HUMAN,O15247,CLIC2,4,4,4,-1.258773865,-0.354716551,0.904057314,0.270397979,0.746683158,0.008659747,0.442751772,0.835632231,0.124865647
146,-1.723371947,-0.768818063,0.04324346,-0.281757349,-1.36718153,-1.14115314,-1.865805155,-1.538501003,-0.825529387,-1.652342678,-1.463193086,-2.502072353,sp|O15254|ACOX3_HUMAN,O15254,ACOX3,3,3,4,0.795484232,0.928108401,0.132624169,0.075996378,0.076816741,0.712896329,0.191923993,0.180363633,0.877683083
147,-0.204014472,-0.273019867,0.619121828,0.983135567,-0.172373462,-0.360673672,0.295687039,-0.820807581,-0.237094989,-0.118715,0.312677054,-0.214876958,sp|O15258|RER1_HUMAN,O15258,RER1,4,4,4,0.545847683,0.345808237,-0.200039446,0.18496844,0.355959526,0.466019126,0.349877778,0.515614569,0.735763954
148,0.082120893,0.379332116,1.271388315,1.050130572,0.024606105,-0.144916672,0.506060596,0.516176742,-0.226542101,-0.744505189,0.176410457,0.072505975,sp|O15260|SURF4_HUMAN,O15260,SURF4,4,4,4,0.470261281,0.876275689,0.406014407,0.204249803,0.036956219,0.160420617,0.37141186,0.107646991,0.459572666
