,M1_R1,M1_R2,M1_R3,M1_R4,M2a_R1,M2a_R2,M2a_R3,M2a_R4,M2c_R1,M2c_R2,M2c_R3,M2c_R4,Majority protein IDs,UniProt ID,Entry Name,M1_Group,M2a_Group_1,M2c_Group_2,M1vsM2a_log2FC,M1vsM2c_log2FC,M2avsM2c_log2FC,M1vsM2a_p,M1vsM2c_p,M2avsM2c_p,M1vsM2a_FDR,M1vsM2c_FDR,M2avsM2c_FDR
1763,-0.713260558,-0.549737595,-0.630558383,-1.255498055,-1.396361834,-0.960762628,0.119490275,-0.296968799,-1.922051525,-1.104227909,-1.244384019,-0.570016415,sp|Q13242|SRSF9_HUMAN,Q13242,SRSF9,4,4,3,-0.153612901,0.422906319,0.576519221,0.690476536,0.25388555,0.181714299,0.812256589,0.413338197,0.480120855
1764,-0.354716054,-0.709730678,-0.992415233,-0.662861763,-1.094045101,-1.421592092,-1.346134205,-1.154043179,-2.213779259,-1.581487138,-1.820843899,-1.228508824,sp|Q13243|SRSF5_HUMAN,Q13243,SRSF5,4,4,4,0.574022712,1.031223848,0.457201136,0.052253791,0.007701102,0.081875913,0.148273908,0.037069431,0.351705471
1765,-0.619826914,-1.036208697,-0.65848286,0.1291391,-1.708313972,-1.415974842,-1.077607269,-1.096704768,-0.772326518,-2.021462492,-1.132242797,-1.154912169,sp|Q13247|SRSF6_HUMAN,Q13247,SRSF6,4,4,3,0.77830537,0.723891151,-0.054414219,0.037421742,0.080254626,0.856493242,0.118758496,0.186545034,0.94648328
1766,1.070942229,0.584361343,0.105969088,0.229503935,0.118368543,0.083796705,0.78279956,0.399073095,-0.295602578,-0.42179957,-0.677928411,0.155234162,sp|Q13263|TIF1B_HUMAN,Q13263,TIF1B,4,4,4,0.151684673,0.807718248,0.656033575,0.639544048,0.032894625,0.026077193,0.772476735,0.099745918,0.211839831
1767,-1.057816428,-1.081093053,0.035276501,-0.135251947,-0.574457484,-0.55673995,-0.319214394,-0.268519656,-0.71407334,-0.962189441,-0.56441255,-0.641580989,sp|Q13277|STX3_HUMAN,Q13277,STX3,4,4,4,-0.129988361,0.160842848,0.290831209,0.705715401,0.648862744,0.118754405,0.821011389,0.767460189,0.407632367
1768,1.03273037,1.014373522,0.030390161,0.236059006,0.651918778,0.691950037,1.2099757,1.156715608,0.290808642,0.141010738,0.144634259,0.703908649,sp|Q13283|G3BP1_HUMAN,Q13283,G3BP1,4,4,4,-0.349251766,0.258297693,0.607549459,0.315878697,0.45710087,0.02191773,0.493560464,0.607795061,0.196686983
1769,-0.491320889,-0.635402632,-0.901904715,-1.443096412,-1.157109539,-0.587910178,-0.989393794,-1.155777648,-0.984229626,-0.845591314,-1.263279539,-0.717325116,sp|Q13287|NMI_HUMAN,Q13287,NMI,4,4,4,0.104616628,0.084675236,-0.019941391,0.736947375,0.78889703,0.923839143,0.840620266,0.867262632,0.968570069
1770,0.081458632,0.148092933,-0.080404751,-1.311019791,-2.682131646,-3.313309965,-3.880878744,-4.043360556,-3.448494848,-3.191287113,-3.784570497,-3.444530406,sp|Q13291|SLAF1_HUMAN,Q13291,SLAF1,4,0,0,3.189451984,3.176752472,-0.012699512,2.93E-05,7.12E-06,0.968527478,0.001120042,0.000426727,0.984679048
1771,0.434381505,0.443723255,-0.405852377,-0.217904805,0.655638926,1.310788623,0.877618985,1.143984423,0.46367372,0.402243766,0.785712892,1.063039644,sp|Q13303|KCAB2_HUMAN,Q13303,KCAB2,4,4,4,-0.933420845,-0.615080611,0.318340233,0.013709158,0.084861942,0.191545959,0.061076058,0.192954797,0.492060416
1772,-0.07821042,0.107946525,0.615309564,0.25391828,0.066842244,0.79790292,0.134928503,0.131619496,0.306195099,-0.030136876,-0.265058366,0.4858678,sp|Q13310|PABP4_HUMAN,Q13310,PABP4,4,4,4,-0.058082303,0.100524073,0.158606376,0.846105028,0.744584008,0.534674641,0.910847265,0.834923556,0.776827487
1773,-0.497064753,-0.732389045,-0.616643258,-1.245642551,-4.122820774,-3.147163674,-4.189142738,-3.700420945,-3.719134205,-3.415888424,-2.310628703,-4.387279963,sp|Q13325|IFIT5_HUMAN,Q13325,IFIT5,2,0,0,3.016952131,2.685297922,-0.331654209,4.24E-06,0.000106634,0.473554165,0.000433481,0.002209268,0.740433224
1774,0.785451545,0.706146459,-0.550496172,-1.027266377,0.275139356,0.665701526,0.839968631,0.686580169,0.034721971,-0.094090039,0.022942448,0.66564536,sp|Q13347|EIF3I_HUMAN,Q13347,EIF3I,4,4,4,-0.638388557,-0.178846071,0.459542486,0.175686352,0.698969155,0.072354756,0.339156384,0.801481321,0.332813585
1775,-0.163986969,-0.499085438,-1.686017421,-1.692640925,-0.917054563,-0.33471058,-0.49828295,-0.598593446,-0.831406266,-1.0703272,-0.74001598,-0.132855524,sp|Q13363|CTBP1_HUMAN,Q13363,CTBP1,4,4,4,-0.423272304,-0.316781446,0.106490858,0.317566839,0.471678994,0.668812373,0.495085136,0.622043455,0.852889174
1776,0.12705826,0.088656733,1.834778876,0.902670723,-3.076647071,-2.485787272,-4.301643022,-3.902389845,-3.321232434,-3.754740745,0.373874548,-2.957707699,sp|Q13393|PLD1_HUMAN,Q13393,PLD1,2,0,1,4.17990795,3.15324273,-1.02666522,1.28E-05,0.003654113,0.277940328,0.000767098,0.021817944,0.571517663
1777,1.647387248,1.006035334,0.143955148,-0.540858917,1.54621645,2.141526887,1.438876311,1.635779228,2.224224102,1.986628426,1.272630318,1.970236269,sp|Q13404|UB2V1_HUMAN,Q13404,UB2V1,4,4,4,-1.126470016,-1.299300076,-0.17283006,0.035430886,0.020745163,0.519422972,0.114384001,0.073742151,0.768737149
1778,-2.020499318,-2.181831838,-1.593909857,-1.319685111,-3.385433933,-3.304409052,-2.864283486,-3.194004488,-3.039661375,-3.349175534,-3.567161162,-2.653884967,sp|Q13405|RM49_HUMAN,Q13405,RM49,3,0,0,1.408051209,1.373489228,-0.034561981,0.000786576,0.001850641,0.887317543,0.008622562,0.013770832,0.956116238
1779,2.526932351,2.451953962,1.89566374,1.798102523,1.869563046,2.292969047,2.278786508,2.791168087,2.012300448,2.202317516,1.927987379,2.551905556,sp|Q13409|DC1I2_HUMAN,Q13409,DC1I2,4,4,4,-0.139958528,-0.005464581,0.134493947,0.662999403,0.986034184,0.590075823,0.790053773,0.991332711,0.811441823
1780,0.65516314,0.621531574,-0.290919312,-0.5264777,0.917668319,1.132419189,0.889477543,1.000698547,1.004159861,1.002683017,0.87937939,1.233984489,sp|Q13418|ILK_HUMAN,Q13418,ILK,4,4,4,-0.870241474,-0.915227264,-0.04498579,0.027982911,0.024601038,0.779358205,0.097631139,0.083291445,0.912371327
1781,1.692637846,1.687287848,2.60120299,2.661685377,1.929208996,1.429545542,1.493247945,1.842000801,1.661365659,1.285697362,1.790048499,1.717097421,sp|Q13423|NNTM_HUMAN,Q13423,NNTM,4,4,4,0.487202694,0.54715128,0.059948586,0.17159774,0.133544406,0.767122815,0.333226185,0.261960606,0.905496111
1782,-1.079242214,-1.374972751,-1.996699911,-1.881312242,-0.692190067,-0.93986796,-2.559274475,-1.239529555,-4.158040157,-3.395787788,-3.176169004,-3.905688458,sp|Q13427|PPIG_HUMAN,Q13427,PPIG,3,2,0,-0.225341265,2.075864572,2.301205838,0.616835191,0.000129554,0.000551921,0.758473947,0.002459479,0.024777479
1783,-2.883857774,-2.612238367,-1.898419475,-1.162716581,-0.575960948,-2.903675893,-2.493370406,-2.738925057,-3.426895583,-3.3406403,-3.517631684,-2.566700619,sp|Q13428|TCOF_HUMAN,Q13428,TCOF,3,3,1,0.038675027,1.073658997,1.034983971,0.947610811,0.029388664,0.077318216,0.965673774,0.093186296,0.340965483
1784,0.369625203,0.474156269,0.224691995,-0.066018934,-0.99656776,-1.028959048,-0.073876982,-0.268541477,-0.747034521,-0.99380046,-0.262190374,-0.361170526,sp|Q13435|SF3B2_HUMAN,Q13435,SF3B2,4,4,4,0.84259995,0.841662603,-0.000937347,0.024129136,0.016608267,0.997477823,0.088255418,0.063464773,0.998339699
1785,0.217370027,-0.209648538,0.174429093,0.648542344,0.362834429,0.419265073,0.319667773,0.925534894,-1.33418852,-0.309996454,-0.057727364,0.4629775,sp|Q13438|OS9_HUMAN,Q13438,OS9,4,4,4,-0.299152311,0.517406941,0.816559252,0.328595282,0.230835766,0.056071777,0.50704645,0.385651099,0.300220799
1786,-0.056358066,-1.312744244,-3.521417901,-0.994321866,-1.289928455,-1.7402408,-1.160810068,0.105624588,-1.831744569,-2.278816916,-2.287315536,-1.106476537,sp|Q13442|HAP28_HUMAN,Q13442,HAP28,3,4,4,-0.449871835,0.40487787,0.854749705,0.534337791,0.550986494,0.082105138,0.69449635,0.687496612,0.352241178
1787,-0.520119358,-0.381225319,-0.279884207,-0.256942521,-0.092388662,0.30342994,0.255745505,0.195119194,0.257656562,0.271345827,0.722736914,0.9438958,sp|Q13443|ADAM9_HUMAN,Q13443,ADAM9,4,4,4,-0.525019345,-0.908451627,-0.383432281,0.05872917,0.00923857,0.10597698,0.160457955,0.041886018,0.388943337
1788,-1.258588352,-1.334017309,-0.107990968,-0.926625793,-1.510749454,-0.765276133,-1.13953218,-1.499871766,-0.53538672,-0.7123728,-1.464818782,-1.764716256,sp|Q13445|TMED1_HUMAN,Q13445,TMED1,4,3,3,0.322051778,0.212518034,-0.109533744,0.378328411,0.60656223,0.741908823,0.558255299,0.734170585,0.892581198
1789,0.868994924,0.507400069,-0.576983731,-0.634422235,-1.292091351,-1.503679087,-0.934377434,-1.300645593,-1.320182715,-0.423682717,-0.794775846,-0.567970922,sp|Q13451|FKBP5_HUMAN,Q13451,FKBP5,4,4,4,1.298945623,0.817900307,-0.481045316,0.008072849,0.075990283,0.075473131,0.043225194,0.178785534,0.338411783
1790,-0.660507132,-0.972917221,-1.128815822,-0.497731669,-0.290921815,-0.225106195,-0.574985832,-0.207257315,-0.199500167,-0.336186141,-0.324446563,-0.298153817,sp|Q13459|MYO9B_HUMAN,Q13459,MYO9B,4,4,4,-0.490425172,-0.525421289,-0.034996117,0.095240069,0.080676934,0.826824389,0.224227127,0.186777045,0.933581579
1791,-0.995257544,-1.600390684,-1.945305651,-2.605743528,-1.851231674,-1.200647648,-1.008330361,-1.380977872,-1.446180497,-1.54971271,-1.477469338,-1.28392406,sp|Q13464|ROCK1_HUMAN,Q13464,ROCK1,4,4,4,-0.426377463,-0.347352701,0.079024763,0.288273542,0.358192813,0.715412917,0.462488716,0.517900188,0.879000492
1792,0.260135676,0.740219381,1.79396464,2.089499194,0.778893305,0.892812153,0.841991283,1.145213469,0.49319471,0.45922276,1.171433877,1.017243359,sp|Q13488|VPP3_HUMAN,Q13488,VPP3,4,4,4,0.30622717,0.435681046,0.129453876,0.479653872,0.343673388,0.564197573,0.649317182,0.504122002,0.797959531
1793,1.091520242,1.141619508,1.285850375,1.16826356,1.751094582,2.313402287,2.13914205,2.556827522,1.88019075,1.851957959,1.637769054,2.263250619,sp|Q13492|PICAL_HUMAN,Q13492,PICAL,4,4,4,-1.018303189,-0.736478674,0.281824515,0.003754343,0.020228418,0.246370491,0.025481135,0.072467785,0.543579337
1794,-3.440382078,-3.376689887,-4.120820335,-2.950592002,-1.298937501,-1.017666064,-1.962234122,-3.233374816,-0.798015424,-0.636992555,-1.185765055,-2.353452378,sp|Q13496|MTM1_HUMAN,Q13496,MTM1,1,4,4,-1.59406795,-2.228564722,-0.634496773,0.00929707,0.000422509,0.280660869,0.047652102,0.005135975,0.574041507
1795,0.561127337,0.199715683,-0.22298713,-0.362567954,-1.184131874,-0.892174569,0.012071755,-0.362834064,-1.517390601,-2.222145037,-1.597503282,-0.744839024,sp|Q13501|SQSTM_HUMAN,Q13501,SQSTM,4,4,4,0.650589172,1.56429147,0.913702298,0.096798402,0.00197751,0.037168274,0.226227507,0.01440639,0.247565713
1796,-1.202425102,-0.966288782,-0.350977946,-0.303626136,-1.259769002,-0.334004185,-1.381349876,-1.295122797,-1.45463432,-0.473209746,-1.076582029,-0.587881588,sp|Q13505|MTX1_HUMAN,Q13505,MTX1,4,4,4,0.361731974,0.192247429,-0.169484544,0.325655271,0.593080939,0.604197619,0.503403945,0.723346507,0.81823333
1797,1.829023944,2.888202949,4.034489352,3.671549416,5.237634941,5.235585017,3.56289224,4.333539462,5.408837285,4.093875229,3.418291014,4.238660151,sp|Q13510|ASAH1_HUMAN,Q13510,ASAH1,4,4,4,-1.4865965,-1.184099505,0.302496995,0.023208251,0.058238334,0.568454612,0.085979393,0.150243662,0.800478828
1798,-0.240413167,-1.785556188,-0.849571995,-0.867376366,-1.371146443,-2.529891438,-3.115450424,-2.548746035,-3.952672742,-3.897805916,-2.489348661,-3.812185209,sp|Q13523|PRP4B_HUMAN,Q13523,PRP4B,3,4,0,1.455579156,2.602273703,1.146694547,0.009134232,0.000155099,0.033725978,0.047304703,0.002705236,0.238692005
1799,-0.886069931,-1.707534923,-2.246425891,-1.536669178,-1.05853314,-1.407527835,-0.537934343,-1.066570852,-3.85638324,-3.65561916,-3.56991419,-1.003610069,sp|Q13526|PIN1_HUMAN,Q13526,PIN1,3,4,1,-0.576533438,1.427206684,2.003740122,0.131163531,0.04361386,0.010458505,0.278602243,0.120475487,0.140904466
1800,-1.391687688,-2.330114263,-1.089782939,-0.335937642,-3.352558098,-2.01441794,-1.010796126,-3.486429809,-2.008135627,-1.76579331,-2.252140158,-2.041053144,sp|Q13546|RIPK1_HUMAN,Q13546,RIPK1,2,3,4,1.17916986,0.729899927,-0.449269934,0.084417154,0.105830599,0.415672757,0.206148706,0.224518517,0.69713457
1801,-0.830625182,-1.070961191,-0.543990829,-0.286842205,-0.901129129,-0.64123557,-0.404127,-0.737112247,-0.412070002,-0.528390667,-0.570312669,-0.773553854,sp|Q13547|HDAC1_HUMAN,Q13547,HDAC1,4,4,4,-0.012203865,-0.112023053,-0.099819188,0.965970884,0.702078868,0.579396866,0.976366731,0.803598177,0.80691919
1802,-3.541679988,-3.353385469,-3.851526282,-2.809339521,-1.183996174,-0.567678822,-3.103423887,-2.541134524,-0.790448261,-0.963230132,-1.061611603,-1.631701393,sp|Q13557|KCC2D_HUMAN,Q13557,KCC2D,0,3,3,-1.539924463,-2.277234968,-0.737310504,0.018882407,4.25E-05,0.207630728,0.075653674,0.001300406,0.509905851
1803,1.304183655,1.313326105,0.383174822,-0.004499074,0.993717689,1.548169968,1.164634407,1.247863496,0.70381399,0.754312476,0.861082442,1.44377879,sp|Q13561|DCTN2_HUMAN,Q13561,DCTN2,4,4,4,-0.489550013,-0.191700547,0.297849466,0.206237614,0.624721014,0.213464667,0.374047865,0.749363315,0.516404473
1804,-0.893034449,-0.94081923,-2.091757912,-2.493124199,-1.076809608,-0.936880134,-1.912808765,-1.129501383,-1.053901195,-1.05711275,-0.871345385,-0.911872343,sp|Q13564|ULA1_HUMAN,Q13564,ULA1,4,4,4,-0.340683975,-0.631126029,-0.290442054,0.448528737,0.146296674,0.248285497,0.623605504,0.281028713,0.54434833
1805,-0.061623948,-0.183004666,-1.772630762,-3.139543635,-0.025453918,0.125609328,0.012486263,0.281323995,-0.573326184,-0.997393193,-0.770392459,-0.696093522,sp|Q13568|IRF5_HUMAN,Q13568,IRF5,4,4,4,-1.38769217,-0.529899413,0.857792757,0.051267065,0.41332246,0.000731852,0.146387058,0.568849319,0.029232028
1806,2.543930859,2.89988194,2.792685716,3.350694356,3.907738678,3.899647948,3.501712129,3.538782272,3.931142974,4.095483984,4.100602533,3.735915006,sp|Q13576|IQGA2_HUMAN,Q13576,IQGA2,4,4,4,-0.815172039,-1.068987907,-0.253815867,0.016110881,0.003860838,0.194332037,0.067533547,0.022548593,0.492922503
1807,-0.482361963,0.223567588,0.870503384,0.752189983,-0.315609065,-0.121363616,-1.970019985,0.386517644,-0.542165252,-0.577585092,-0.211887077,-0.187925372,sp|Q13586|STIM1_HUMAN,Q13586,STIM1,4,4,4,0.846093504,0.720865446,-0.125228057,0.139038961,0.067779443,0.793242098,0.290535411,0.166174271,0.919834024
1808,-0.318774218,-0.665741269,-0.159121014,-0.456646453,-1.080778019,-0.672148492,-0.563222334,-1.394582267,-3.435343889,-3.824944444,-3.69250892,-0.594067124,sp|Q13595|TRA2A_HUMAN,Q13595,TRA2A,4,3,1,0.527612039,2.486645355,1.959033316,0.098020373,0.00336267,0.020561041,0.228298121,0.020625282,0.191094024
1809,0.041176772,0.055903496,-0.534014328,-1.382005826,0.146590282,0.310863902,0.632792978,0.372593252,0.29186776,0.337976869,-0.078935255,0.162617401,sp|Q13596|SNX1_HUMAN,Q13596,SNX1,4,4,4,-0.820445075,-0.633116665,0.18732841,0.047664859,0.114706937,0.322669912,0.139776696,0.236141354,0.610385381
1810,1.184255843,1.312702146,-1.018507338,-0.735291471,-0.414030258,-0.214774386,-2.348580743,-1.498847489,0.17519015,-0.785596008,-0.169266022,-0.323398697,sp|Q13616|CUL1_HUMAN,Q13616,CUL1,3,4,3,1.304848014,0.461557439,-0.843290575,0.080318986,0.428676435,0.112403578,0.198936905,0.582577479,0.398917863
1811,-0.462442083,-0.876031312,-1.168333873,-1.524198233,-0.956147567,-0.656535638,-0.763854843,-0.351187202,-1.071807855,-1.272052451,-0.93534263,-0.471843047,sp|Q13617|CUL2_HUMAN,Q13617,CUL2,4,4,4,-0.325820063,-0.06998988,0.255830184,0.31492715,0.83557361,0.286711588,0.492738336,0.900905459,0.578644957
1812,-0.872513128,-2.224545346,-0.658436325,-2.031351128,-1.762601882,-1.228274913,-2.058558042,-2.036941982,-1.64334656,-1.231723961,-0.450666558,-2.21466824,sp|Q13618|CUL3_HUMAN,Q13618,CUL3,3,4,4,0.324882723,-0.061610152,-0.386492875,0.456124732,0.902036743,0.337961679,0.631739117,0.940877419,0.625022265
1813,-0.92083152,-1.003205628,-1.696984369,-2.302436006,-1.58078569,-1.146827971,-1.021933485,-1.237392481,-1.334646107,-1.061249193,-0.67398436,-0.696967912,sp|Q13619|CUL4A_HUMAN,Q13619,CUL4A,4,4,4,-0.234129474,-0.539152488,-0.305023014,0.527558012,0.178126487,0.193625058,0.689039316,0.323232137,0.492378056
1814,-3.147912728,-3.346698337,-3.03930547,-3.332527372,0.112414275,0.493007266,-1.439980583,-1.059897137,0.679795709,0.531256053,0.370059357,0.075580676,sp|Q13620|CUL4B_HUMAN,Q13620,CUL4B,0,2,3,-2.742996932,-3.630783925,-0.887786993,0.000106424,1.07E-07,0.0710076,0.002297049,2.87E-05,0.330697562
1815,-1.589181308,-1.134321922,-0.568512675,-2.072566884,-1.223893973,-1.071990239,-1.493684308,-1.118800811,-0.966797189,-0.382810894,-1.537694131,-1.567571056,sp|Q13630|FCL_HUMAN,Q13630,FCL,2,4,4,-0.114053364,-0.22742738,-0.113374016,0.751770336,0.592624272,0.700741983,0.850114519,0.723346507,0.869670854
1816,1.220982651,1.032044326,1.645589573,1.692481329,0.898925764,1.321962188,1.141007284,1.384853796,0.798613373,0.731501872,0.874696578,1.014708739,sp|Q13636|RAB31_HUMAN,Q13636,RAB31,4,4,4,0.211087212,0.542894329,0.331807117,0.463741577,0.080642702,0.08725436,0.637713486,0.186777045,0.360533772
1817,-0.701711306,-0.267597601,-0.207091071,-0.315850547,-0.155046597,0.040645212,-0.003489051,-0.214511585,-0.329403458,0.048289028,0.174083131,-0.129048073,sp|Q13637|RAB32_HUMAN,Q13637,RAB32,4,4,4,-0.289962126,-0.314042788,-0.024080662,0.275508586,0.277648584,0.891614331,0.448869806,0.43935739,0.956874553
1818,-1.629684536,-4.032862073,-2.660544469,-3.554294066,-1.663896542,-0.996479474,-1.560178239,-1.92498586,-2.636843585,-3.784096983,-3.781262475,-3.993198989,sp|Q13643|FHL3_HUMAN,Q13643,FHL3,1,2,0,-1.432961257,0.579504222,2.012465479,0.017800602,0.303958367,0.000294658,0.072602222,0.464600011,0.017654107
1819,-2.30076728,-3.31568175,-2.454061787,-3.989528218,-1.843474458,-1.801336191,-0.2948458,-2.628722578,-3.662879679,-2.911696545,-3.485247803,-2.665442488,sp|Q13685|AAMP_HUMAN,Q13685,AAMP,1,2,0,-1.372915002,0.16630687,1.539221872,0.031710295,0.708526051,0.011822432,0.106057051,0.807784786,0.146202675
1820,-0.031571741,0.127875641,0.800206911,0.722524556,-0.113942888,-0.042888064,-0.103918005,0.295223342,-0.347100098,-0.260738578,-0.037235245,-0.133611645,sp|Q13724|MOGS_HUMAN,Q13724,MOGS,4,4,4,0.396140246,0.599430233,0.203289988,0.207632246,0.072588438,0.259463452,0.375988565,0.172888843,0.553301068
1821,0.247649667,1.205642914,1.059933563,1.354978531,-1.921957198,-2.239718223,0.164945178,0.163379039,-2.393109443,-2.868492594,-1.033709428,-0.249771355,sp|Q13740|CD166_HUMAN,Q13740,CD166,4,4,4,1.92538897,2.603321874,0.677932904,0.009574486,0.000946927,0.401563661,0.048642306,0.008774856,0.689963226
1822,-2.092406075,-2.689004717,-1.178230656,-1.277838923,-3.195396135,-3.347493594,-2.986526248,-3.503872843,-2.092551649,-3.415355916,-3.51338177,-2.88967412,sp|Q13761|RUNX3_HUMAN,Q13761,RUNX3,2,0,0,1.448952112,1.168370771,-0.280581341,0.00337187,0.026205763,0.407227552,0.023815549,0.08678985,0.693344314
1823,-1.828053741,-0.883271333,0.353643813,-5.665426198,-6.628202173,-1.481845461,-8.163395869,-7.073265441,-6.27281993,-0.129161587,-1.360790337,-7.36879084,sp|Q13813|SPTN1_HUMAN,Q13813,SPTN1,2,3,2,3.830900371,1.777113809,-2.053786563,0.036574015,0.328828409,0.328876236,0.117137973,0.488137218,0.616421209
1824,1.822373221,1.744698126,1.667488898,1.822263813,1.592717812,1.901961012,1.892445782,1.836330459,1.670243642,1.62597259,1.939846212,1.866125263,sp|Q13838|DX39B_HUMAN,Q13838,DX39B,4,4,4,-0.041657752,-0.011340912,0.030316839,0.865006192,0.965216909,0.855352881,0.920360231,0.979122262,0.94592391
1825,-0.433613587,-0.760696366,-2.019921951,-1.16314801,-0.158108797,0.274656473,0.035102724,-0.047724144,-0.13811616,-0.088364148,0.043873428,0.499650156,sp|Q13867|BLMH_HUMAN,Q13867,BLMH,3,4,4,-1.120326543,-1.173605798,-0.053279255,0.012006942,0.011320451,0.794948152,0.056531632,0.048209029,0.920508107
1826,-4.698426461,-3.52617858,0.22162157,-1.418487442,-3.30798837,-1.267965135,-3.515542064,-3.701090708,-0.881563972,-1.26797042,-2.433959796,-3.157972337,sp|Q13884|SNTB1_HUMAN,Q13884,SNTB1,4,3,2,0.592778841,-0.420001097,-1.012779938,0.567473678,0.675203407,0.167348302,0.721276895,0.785514509,0.46822492
1827,2.5428743,1.368505348,-0.635179972,3.285668808,-1.04122257,0.720367308,-0.081052389,0.670849958,-1.441408766,2.407088513,-0.174559004,1.0154948,sp|Q13885|TBB2A_HUMAN,Q13885,TBB2A,4,4,4,1.573231544,1.188813235,-0.384418309,0.074116547,0.240545748,0.640617366,0.188684983,0.395267086,0.837933688
1828,-2.769550779,-1.215794914,-1.387711977,-1.516598454,-0.976216111,-0.980710147,-2.645059665,-1.925811554,-0.54329811,-0.577949748,-0.661964467,-2.049217963,sp|Q13905|RPGF1_HUMAN,Q13905,RPGF1,2,4,4,-0.090464662,-0.764306459,-0.673841797,0.855492164,0.130938476,0.198496741,0.915684623,0.257796715,0.499472121
1829,-1.259961064,-0.595228979,-0.844109741,-1.445760959,-1.978685573,-0.646268868,-0.757032684,-2.023990979,-1.581397262,-0.571763088,-1.307849889,-0.777504829,sp|Q13907|IDI1_HUMAN,Q13907,IDI1,4,4,4,0.31522934,0.023363581,-0.291865759,0.455860664,0.946496679,0.484912164,0.631625123,0.967375282,0.745630016
1830,-1.585989644,-3.148049139,-3.612312909,-3.666029925,-1.959720608,-0.888917973,-1.315013092,-1.78151014,-3.431044548,-3.785337051,-3.784825325,-2.129179197,sp|Q13951|PEBB_HUMAN,Q13951,PEBB,1,2,1,-1.516804951,0.279501126,1.796306077,0.011509461,0.618448128,0.002293265,0.054788189,0.744150708,0.057413916
1831,1.876649727,0.761561186,-0.765622536,-3.579128709,0.137877643,-0.330477386,0.86443803,0.758480122,-0.335169241,-2.111108447,-1.391598746,0.223034577,sp|Q14005|IL16_HUMAN,Q14005,IL16,4,4,4,-0.784214685,0.477075381,1.261290067,0.446421504,0.653992899,0.041065717,0.622268241,0.770120407,0.258520593
1832,-1.330424149,-1.709646164,-2.162368381,-1.726760024,-1.468785357,-1.444663601,-0.975571922,-1.093067655,-1.774131,-1.73410477,-1.566864069,-1.275264443,sp|Q14008|CKAP5_HUMAN,Q14008,CKAP5,4,4,4,-0.486777546,-0.144708609,0.342068937,0.11831114,0.630803423,0.118150072,0.258732867,0.754673106,0.406939497
1833,1.748698162,1.458126886,-0.903209444,1.536619836,0.08480498,0.278125882,-1.05215783,0.600551656,-1.013254227,0.04921907,-1.220624544,-0.790379515,sp|Q14011|CIRBP_HUMAN,Q14011,CIRBP,4,4,2,0.982227688,1.703818664,0.721590976,0.14209961,0.015436196,0.114488739,0.294803669,0.060406286,0.400249866
1834,0.456482585,0.250510867,-0.524404764,-1.158059624,-0.000445734,0.396815973,0.705435873,0.296610364,0.022268435,-0.195723996,0.119491461,0.411239606,sp|Q14012|KCC1A_HUMAN,Q14012,KCC1A,4,4,4,-0.593471853,-0.333186611,0.260285242,0.160158632,0.413336556,0.252606226,0.318882539,0.568849319,0.547602393
1835,3.807614604,3.61532114,2.66888371,1.34866056,4.083135728,4.254886231,3.573582835,3.666262779,4.021278987,3.902009217,3.654282476,4.063936029,sp|Q14019|COTL1_HUMAN,Q14019,COTL1,4,4,4,-1.03434689,-1.050256674,-0.015909784,0.074344635,0.064406287,0.940982844,0.189127091,0.16020891,0.973768726
1836,2.96960007,2.967773271,2.811536611,2.478387706,2.579789459,2.844747697,2.721624377,3.07588233,2.76242118,2.460749172,2.341417803,2.884223789,sp|Q14103|HNRPD_HUMAN,Q14103,HNRPD,4,4,4,0.001313448,0.194621429,0.19330798,0.996085198,0.501193506,0.347301308,0.997586494,0.644577141,0.635195814
1837,0.526512184,1.395961539,2.258397163,2.419187179,1.514563485,1.839017024,1.310201934,1.696674477,1.759208504,1.390235017,1.954405558,1.781203974,sp|Q14108|SCRB2_HUMAN,Q14108,SCRB2,4,4,4,0.059900286,-0.071248747,-0.131149033,0.890711491,0.871167574,0.517796545,0.935395113,0.922959549,0.768293337
1838,-0.52228353,-0.308930259,-1.671042676,-1.772606527,-0.634288995,-0.238043284,-0.631266318,-0.297569816,-0.619308225,0.334953491,-0.407037773,0.252068435,sp|Q14116|IL18_HUMAN,Q14116,IL18,3,4,4,-0.618423645,-0.95888473,-0.340461085,0.142889279,0.047941833,0.223350444,0.295735702,0.129145636,0.525373358
1839,-0.675638744,-0.729424296,-1.954415215,-1.336572745,-2.381288485,-3.101000215,-3.492417993,-5.024067579,-3.408730205,-3.568002145,-1.449535135,-3.466192612,sp|Q14137|BOP1_HUMAN,Q14137,BOP1,2,0,1,2.325680818,1.799102274,-0.526578544,0.001941279,0.00614211,0.444348363,0.01641349,0.032047798,0.717355486
1840,-3.506701373,-3.202601048,-4.242705542,-2.667290783,-1.214160141,-1.934790138,-2.421808285,-3.181259119,-3.20108642,-3.328897145,-2.806622316,-3.977275901,sp|Q14139|UBE4A_HUMAN,Q14139,UBE4A,1,3,1,-1.216820266,-0.076354241,1.140466025,0.029656946,0.852773732,0.028085899,0.101735329,0.911811913,0.219426222
1841,1.200242577,0.560504836,0.342543995,0.104374899,0.316683127,0.717331995,0.701242362,0.901104674,0.427445036,0.506747016,0.203980273,0.991408083,sp|Q14141|SEPT6_HUMAN,Q14141,6-Sep,4,4,4,-0.107173963,0.019521475,0.126695437,0.737956593,0.95421762,0.581638515,0.840642921,0.972406519,0.807481757
